company_name,fiscal_year,currency,major_sector,financial_flag,revenue,assets,current_assets,cash,receivables,inventory,equity,current_liabilities,liabilities,long_term_debt,short_term_debt,net_income,cfo,capex,operating_income,interest_expense
Manual 2025 Company,2025,USD,Manufacturing / Industrials,Non-financial,48585294.12,29721275.23,10037745.82,34804.65,2208235.29,7794705.88,9082352.94,12722352.94,20638823.53,7910588.24,1478235.29,949411.76,3558235.29,588235.29,1664705.88,597647.06
